0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,34.0,0.1
0.1,0.3,0.5,0.0,213.12,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.3,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.4,0.5,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.2,0.3,0.2,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
0.1,0.3,0.5,0.0,0.0,0.1
